Date,Aditya Birla Sun Life Multi Cap Fund,Axis Multicap Fund,Bajaj Finserv Multi Cap Fund,Bandhan Multicap Fund,Bank of India Multicap Fund,Baroda BNP Paribas Multi Cap Fund,Canara Robeco Multi Cap Fund,DSP Multicap Fund,Edelweiss Multi Cap Fund,Franklin India Multi Cap Fund,Groww Multicap Fund,HDFC Multicap Fund,HSBC Multi Cap Fund,ICICI Prudential Multicap Fund,ITI Multi Cap Fund,Invesco India Multicap Fund,Kotak Multicap Fund,LIC MF Multi Cap Fund,Mahindra Manulife Multi Cap Fund,Mirae Asset Multicap Fund,Motilal Oswal Multi Cap Fund,Nippon India Multicap Fund,PGIM India Multi Cap Fund,Quant Multi Cap Fund,SBI Multicap Fund,Samco Multi Cap Fund,Sundaram Multi Cap Fund,TRUSTMF Multi Cap Fund,Tata Multicap Fund,UTI Multi Cap Fund,Union Multicap Fund,WhiteOak Capital Multi Cap Fund
2024-04-30,18.16000,15.38000,,16.02600,16.24000,284.85060,12.59000,10.69200,13.15770,,,17.00900,17.05230,772.72000,24.11930,134.23000,16.89500,14.58480,28.18600,12.52500,,86.51580,,669.20950,14.74530,,84.31280,,13.62500,,14.35000,12.54500
2024-05-02,18.21000,15.45000,,16.09700,16.29000,287.42760,12.63000,10.73300,13.22050,,,17.08000,17.17610,774.96000,24.21110,134.94000,16.97400,14.63610,28.31970,12.53700,,86.83360,,671.29580,14.75400,,84.94900,,13.63890,,14.39000,12.59900
2024-05-03,18.16000,15.37000,,16.02100,16.19000,286.89830,12.58000,10.71900,13.15030,,,17.00500,17.07050,770.72000,24.13740,134.31000,16.90900,14.59460,28.21570,12.47900,,86.48420,,668.10030,14.66890,,84.63420,,13.57900,,14.34000,12.55900
2024-05-06,18.07000,15.37000,,15.95600,16.05000,284.73150,12.52000,10.65500,13.08090,,,16.88100,16.88780,769.33000,23.99080,133.53000,16.72300,14.50200,27.85080,12.43300,,85.85330,,658.68130,14.61700,,84.24950,,13.48550,,14.25000,12.46700
2024-05-07,17.83000,15.14000,,15.79100,15.79000,279.64530,12.40000,10.57800,12.88180,,,16.68100,16.59520,763.29000,23.54850,131.52000,16.53100,14.33090,27.42260,12.30500,,84.87780,,648.05570,14.48760,,83.41990,,13.32480,,14.01000,12.33200
2024-05-08,17.92000,15.18000,,15.87000,15.91000,280.94290,12.44000,10.64300,12.92020,,,16.74700,16.64320,766.62000,23.74340,132.58000,16.71100,14.38510,27.62740,12.40800,,84.88350,,653.54460,14.53410,,83.94550,,13.35460,,14.05000,12.38000
2024-05-09,17.62000,14.94000,,15.56400,15.59000,275.93610,12.24000,10.47100,12.68910,,,16.41900,16.29340,755.11000,23.29920,130.24000,16.41300,14.15110,27.02460,12.23500,,83.45270,,639.42660,14.27930,,82.48540,,13.13590,,13.83000,12.18100
2024-05-10,17.69000,15.04000,,15.67200,15.72000,277.56700,12.34000,10.55700,12.78250,,,16.52300,16.37940,759.32000,23.49020,131.48000,16.52000,14.27340,27.22260,12.29500,,84.15480,,644.29320,14.35920,,83.19750,,13.20150,,13.92000,12.25800
2024-05-13,17.76000,15.05000,,15.67500,15.71000,277.68710,12.31000,10.61300,12.78690,,,16.53700,16.44650,762.60000,23.56140,130.76000,16.54100,14.30200,27.04960,12.31600,,84.49320,,646.35260,14.39010,,83.28850,,13.22220,,13.91000,12.30100
2024-05-14,17.89000,15.19000,,15.82900,15.94000,281.07070,12.39000,10.70000,12.89720,,,16.70700,16.66940,767.55000,23.94240,131.67000,16.69300,14.46720,27.46350,12.41300,,85.35190,,657.58840,14.48910,,83.55540,,13.33440,,14.03000,12.38800
2024-05-15,18.08000,15.31000,,15.91100,15.99000,283.73990,12.54000,10.83800,12.98230,,,16.79800,16.81320,770.25000,24.06850,132.71000,16.80400,14.63340,27.78650,12.51000,,86.36710,,659.92940,14.58670,,84.26630,,13.40110,,14.17000,12.49900
2024-05-16,18.30000,15.49000,,16.03600,16.10000,287.34550,12.70000,10.97800,13.12580,,,16.96900,16.98410,778.48000,24.23940,133.92000,16.94100,14.84050,27.94500,12.61300,,87.36250,,663.04100,14.72050,,85.25870,,13.49830,,14.31000,12.60600
2024-05-17,18.49000,15.72000,,16.19200,16.26000,289.09430,12.87000,11.13900,13.25670,,,17.09900,17.21750,783.80000,24.56570,135.11000,17.07600,15.04740,28.31430,12.74200,,88.27500,,668.21840,14.80120,,86.00830,,13.59410,,14.46000,12.70800
2024-05-21,18.51000,15.83000,,16.19800,16.39000,290.45040,12.95000,11.13200,13.33200,,,17.21900,17.34900,784.95000,24.71870,135.57000,17.13100,15.19430,28.78560,12.76400,,89.04160,,680.15600,14.83140,,86.52780,,13.65070,,14.58000,12.76200
2024-05-22,18.55000,15.84000,,16.21500,16.34000,288.94920,12.94000,11.11300,13.35140,,,17.26400,17.31310,786.44000,24.79760,135.62000,17.14500,15.18870,28.75030,12.77300,,89.17830,,682.50560,14.79700,,86.58550,,13.67980,,14.60000,12.73100
2024-05-23,18.77000,16.02000,,16.34600,16.39000,290.71950,13.06000,11.19400,13.45700,,,17.37700,17.42510,791.70000,24.98890,136.44000,17.26000,15.32290,29.10520,12.84900,,89.58030,,684.84130,14.84630,,87.25380,,13.83120,,14.76000,12.81500
2024-05-24,18.79000,16.00000,,16.29300,16.46000,291.27620,13.11000,11.16700,13.47000,,,17.40700,17.43880,791.79000,25.13200,136.65000,17.23800,15.34600,29.10800,12.80600,,89.55250,,686.83890,14.75410,,87.33940,,13.86940,,14.76000,12.79100
2024-05-27,18.78000,16.04000,,16.27100,16.49000,291.02040,13.15000,11.13500,13.50640,,,17.41000,17.45250,791.37000,25.21550,136.60000,17.22100,15.30380,28.97230,12.78200,,89.43790,,683.88460,14.80010,,88.01230,,13.94250,,14.77000,12.81000
2024-05-28,18.69000,15.88000,,16.19600,16.38000,288.39540,13.02000,11.07600,13.39490,,,17.30600,17.23970,788.56000,24.97190,135.39000,17.17100,15.18900,28.68320,12.72800,,88.90300,,678.15060,14.79990,,87.60630,,13.85070,,14.65000,12.71800
2024-05-29,18.64000,15.84000,,16.12300,16.33000,288.71410,13.03000,11.01300,13.38780,,,17.25200,17.15420,784.16000,24.84080,135.16000,17.13100,15.17850,28.67520,12.68000,,88.46150,,677.53100,14.80870,,87.24560,,13.80800,,14.59000,12.67100
2024-05-30,18.47000,15.69000,,15.94500,16.16000,286.53440,12.91000,10.90000,13.24630,,,17.08500,16.95780,776.31000,24.66230,134.20000,16.97200,15.07230,28.31280,12.56800,,87.97600,,667.29690,14.71940,,86.25460,,13.70570,,14.42000,12.54900
2024-05-31,18.52000,15.82000,,15.96700,16.27000,288.97180,12.96000,10.87000,13.30720,,,17.15800,17.06700,775.73000,24.85700,134.46000,17.02300,15.14310,28.50980,12.56900,,88.46940,,670.68270,14.73500,,86.76820,,13.71460,,14.49000,12.60700
2024-06-03,19.04000,16.33000,,16.34800,16.83000,296.44300,13.28000,11.11400,13.71170,,,17.63100,17.67270,791.91000,25.64750,138.30000,17.56300,15.52800,29.65720,12.88200,,90.89500,,693.38590,15.06890,,89.36890,,14.18940,,14.96000,12.94000
2024-06-04,17.83000,15.27000,,15.49300,15.38000,274.76850,12.47000,10.56100,12.76600,,,16.45800,16.34520,754.58000,23.56520,129.56000,16.36700,14.61780,26.80880,12.13600,,84.83570,,638.08440,14.40650,,83.73940,,13.10600,,13.86000,12.10800
2024-06-05,18.43000,15.69000,,16.05500,15.85000,284.59650,12.84000,10.88600,13.21430,,,17.03900,16.84580,779.23000,24.23210,133.95000,17.03700,15.01400,27.59980,12.58400,,87.64960,,662.66370,14.95930,,85.72580,,13.55700,,14.34000,12.53500
2024-06-06,18.70000,16.03000,,16.30900,16.32000,290.24190,13.10000,11.07900,13.46200,,,17.38500,17.20330,790.14000,24.79310,136.83000,17.36400,15.31520,28.30610,12.79500,,89.11420,,677.80640,15.12900,,87.13890,,13.90250,,14.62000,12.74600
2024-06-07,19.07000,16.35000,,16.64100,16.62000,294.93340,13.35000,11.32900,13.75350,,,17.71800,17.51440,802.79000,25.28400,138.56000,17.74500,15.63600,28.88590,13.01400,,90.50420,,689.31010,15.34080,,88.66780,,14.16540,,14.87000,12.98100
2024-06-10,19.13000,16.42000,,16.74400,16.76000,296.92850,13.41000,11.40100,13.83790,,,17.84400,17.65060,806.76000,25.43150,139.33000,17.91700,15.75230,29.07900,13.10500,,91.15560,,687.50070,15.46820,,89.14490,,14.24090,,14.95000,13.04500
2024-06-11,19.22000,16.51000,,16.79400,16.92000,297.83410,13.46000,11.46600,13.88720,,,17.91000,17.76170,809.99000,25.56470,139.45000,17.97900,15.93230,29.25360,13.14700,,91.56490,,691.25370,15.49850,,89.56570,,14.31110,,15.02000,13.08400
2024-06-12,19.33000,16.60000,,16.88700,17.02000,299.75430,13.54000,11.53600,14.00210,,,18.05900,17.91320,814.13000,25.70970,140.63000,18.10100,15.98650,29.51150,13.22100,,92.35460,,695.60030,15.60370,,90.00680,,14.43950,,15.11000,13.19200
2024-06-13,19.48000,16.77000,,17.00100,17.14000,302.46060,13.66000,11.66300,14.14250,,,18.19100,18.09650,816.31000,25.91680,142.08000,18.18600,16.11790,29.77660,13.29700,,92.88710,,700.19080,15.67830,,90.32860,,14.51690,,15.22000,13.30100
2024-06-14,19.64000,16.95000,,17.07200,17.28000,304.77220,13.76000,11.75300,14.31980,,,18.34200,18.32890,819.59000,26.17500,143.76000,18.27800,16.31030,30.10140,13.38400,,93.75260,,705.36500,15.69630,,90.71300,,14.63210,,15.32000,13.42000
2024-06-18,19.75000,17.09000,,17.19300,17.43000,307.58020,13.83000,11.86600,14.44400,,,18.47100,18.41920,822.44000,26.37650,144.92000,18.37400,16.45470,30.30200,13.43000,,94.43500,,708.53270,15.72520,,91.01830,,14.74480,,15.42000,13.48900
2024-06-19,19.64000,16.96000,,17.10700,17.26000,306.30880,13.75000,11.81400,14.36680,,,18.39700,18.28740,819.08000,26.24730,144.42000,18.30800,16.43640,29.97660,13.39700,,93.88450,,704.55790,15.68850,,90.30190,,14.64930,,15.28000,13.42900
2024-06-20,19.64000,16.99000,,17.16600,17.32000,305.33530,13.81000,11.79400,14.39890,,,18.49600,18.35940,823.21000,26.34430,144.98000,18.33200,16.53060,30.08200,13.46500,,93.91650,,712.46130,15.76780,,90.33980,,14.66620,,15.30000,13.44400
2024-06-21,19.61000,16.97000,,17.18000,17.32000,304.42880,13.80000,11.84800,14.39730,,,18.44700,18.33140,821.90000,26.30060,144.20000,18.26200,16.50220,30.02830,13.44800,10.24680,93.53870,,710.90750,15.75510,,90.55180,,14.66640,,15.33000,13.44400
2024-06-24,19.69000,17.09000,,17.24200,17.32000,304.65700,13.81000,11.89000,14.44920,,,18.45900,18.34750,823.68000,26.37730,144.42000,18.25500,16.56820,30.10210,13.45000,10.41940,93.75980,,706.00630,15.76420,,91.02830,,14.70020,,15.44000,13.49000
2024-06-25,19.79000,17.13000,,17.27100,17.29000,305.97660,13.84000,11.93200,14.53620,,,18.51800,18.41810,825.82000,26.42310,144.91000,18.31000,16.58530,30.24530,13.52500,10.44830,94.22980,,704.16840,15.78140,,91.20300,,14.75790,,15.46000,13.54700
2024-06-26,19.86000,17.11000,,17.26200,17.42000,306.69560,13.86000,11.94400,14.54010,,,18.55200,18.42340,829.43000,26.51670,144.99000,18.33200,16.59500,30.50540,13.55700,10.49270,94.32480,,705.18940,15.79840,,91.59270,,14.79730,,15.50000,13.57700
2024-06-27,19.94000,17.16000,,17.31100,17.48000,307.36270,13.86000,11.90400,14.59500,,,18.55300,18.41530,830.04000,26.47190,145.20000,18.35800,16.60850,30.55750,13.61700,10.48610,94.23530,,702.27510,15.80400,,91.68110,,14.82990,,15.51000,13.55500
2024-06-28,19.96000,17.19000,,17.31100,17.57000,308.48520,13.90000,11.90100,14.66150,,,18.58800,18.49680,830.92000,26.53280,145.52000,18.32100,16.67810,30.63130,13.67800,10.51880,93.99250,,706.13160,15.80620,,92.27820,,14.80800,,15.56000,13.59000
2024-06-30,,,,17.31100,,,,,14.66130,,,,,,,,,,,,,,,,15.80570,,,,,,,
2024-07-01,20.12000,17.36000,,17.44200,17.72000,311.24940,14.05000,11.99700,14.82860,,,18.79300,18.66350,836.94000,26.70590,147.39000,18.51400,16.91250,30.99630,13.79500,10.65020,95.14410,,711.33040,15.94710,,93.38240,,14.98230,,15.73000,13.74700
2024-07-02,20.11000,17.36000,,17.41500,17.66000,310.74410,14.02000,12.00000,14.76800,,,18.75800,18.63960,836.69000,26.67130,147.02000,18.50700,16.97200,31.06240,13.75900,10.67360,95.17840,,710.73880,15.90740,,93.27560,,14.96420,,15.74000,13.73600
2024-07-03,20.23000,17.48000,,17.54500,17.78000,313.18410,14.09000,12.03600,14.87360,,,18.88100,18.80350,841.33000,26.93040,148.12000,18.68400,17.14160,31.31150,13.81900,10.75690,95.95070,,715.87540,15.98430,,93.70080,,15.10450,,15.84000,13.83800
2024-07-04,20.29000,17.61000,,17.57300,17.75000,315.02450,14.14000,12.12400,14.96490,,,18.93500,18.92360,845.03000,27.13870,149.10000,18.65800,17.23540,31.45710,13.85700,10.82560,96.50380,,719.16200,16.05240,,94.10460,,15.15640,,15.87000,13.90100
2024-07-05,20.38000,17.70000,,17.65700,17.86000,315.37630,14.17000,12.15900,14.97670,,,19.00600,18.96940,849.15000,27.25870,148.98000,18.68800,17.33450,31.50110,13.92000,10.84730,96.69700,,726.07680,16.19920,,94.10790,,15.18850,,15.91000,13.94300
2024-07-08,20.28000,17.59000,,17.63800,17.82000,314.48120,14.12000,12.09500,14.88630,,,18.99700,18.93040,848.35000,27.14040,148.25000,18.62000,17.25740,31.32740,13.87200,10.80730,96.79460,,725.19300,16.14060,,93.83100,,15.12450,,15.86000,13.90800
2024-07-09,20.32000,17.68000,,17.71700,17.88000,315.74520,14.14000,12.16500,14.89660,,,19.08100,19.00130,853.40000,27.20440,148.29000,18.75800,17.22050,31.38520,13.93600,10.81190,96.95680,,727.72650,16.25970,,94.56790,,15.13500,,15.91000,13.99100
2024-07-10,20.26000,17.58000,,17.62500,17.79000,314.60840,14.09000,12.06600,14.85600,,,19.00100,18.90870,852.94000,27.08380,148.07000,18.71700,17.12510,31.22850,13.87800,10.74420,96.62070,,723.09000,16.21210,,94.41690,,15.08480,,15.84000,13.96100
2024-07-11,20.26000,17.59000,,17.67400,17.88000,314.81840,14.11000,12.10900,14.86990,,,19.05000,19.02380,854.41000,27.12830,148.39000,18.82300,17.18580,31.36110,13.90800,10.77440,96.67790,,722.98790,16.29280,,94.29890,,15.09670,,15.86000,14.01000
2024-07-12,20.28000,17.61000,,17.74900,17.88000,314.58420,14.16000,12.09400,14.93940,,,19.07800,19.11270,858.25000,27.13520,149.03000,18.83700,17.18190,31.44570,13.95100,10.86230,96.48400,,722.21260,16.24860,,94.34170,,15.09990,,15.90000,14.03600
2024-07-15,20.33000,17.66000,,17.86400,18.02000,316.83440,14.21000,12.15800,15.01480,,,19.16500,19.20190,861.55000,27.30950,149.65000,19.04800,17.21070,31.57850,14.03300,10.90500,96.80490,,726.48860,16.29640,,94.60980,,15.14320,,15.96000,14.11100
2024-07-16,20.35000,17.70000,,17.87100,18.05000,316.12570,14.23000,12.20600,14.99150,,,19.16800,19.17170,862.58000,27.25670,149.84000,19.04500,17.23770,31.57140,14.07800,10.87820,96.49110,,727.17270,16.38910,,94.82110,,15.14710,,15.94000,14.09800
2024-07-18,20.30000,17.62000,,17.82600,17.95000,313.54720,14.19000,12.14200,14.93030,,,19.11800,19.05350,861.01000,27.09710,149.73000,18.96500,17.13450,31.49930,14.04200,10.80910,96.11520,,721.04560,16.36670,,94.41300,,15.09820,,15.86000,14.06300
2024-07-19,19.98000,17.25000,,17.53500,17.65000,307.28640,13.96000,11.91000,14.62200,,,18.79500,18.60470,849.06000,26.54190,146.88000,18.67900,16.79830,30.83300,13.82400,10.64660,94.24110,,709.52160,16.13410,,92.83730,,14.83860,,15.56000,13.80300
2024-07-22,20.13000,17.34000,,17.65300,17.71000,308.82380,14.05000,12.03000,14.73600,,,18.91600,18.68650,854.21000,26.74250,147.95000,18.81600,16.94620,30.99940,13.85500,10.73450,94.59210,,710.35430,16.16120,,93.40930,,14.95480,,15.66000,13.85300
2024-07-23,20.07000,17.29000,,17.65300,17.62000,307.77370,14.05000,12.03400,14.71150,,,18.85400,18.62640,853.60000,26.55650,147.70000,18.77700,16.96000,30.94070,13.84300,10.73980,94.28850,,707.39540,16.06940,,93.02440,,14.94000,,15.62000,13.81100
2024-07-24,20.17000,17.39000,,17.79200,17.78000,309.93460,14.19000,12.17400,14.76930,,,19.00200,18.78310,859.67000,26.79850,149.34000,18.95600,17.13560,31.10180,13.97200,10.91130,95.23060,,714.37050,16.19760,,93.54380,,15.01870,,15.74000,13.92000
2024-07-25,20.17000,17.41000,,17.77300,17.82000,309.63140,14.16000,12.15200,14.73570,,,18.98000,18.77150,861.48000,26.76480,148.66000,18.95800,17.14800,31.11510,13.99000,10.85470,95.20280,,714.86430,16.21760,,93.63580,,15.00450,,15.71000,13.90600
2024-07-26,20.44000,17.72000,,18.02200,18.07000,314.20280,14.34000,12.29400,15.00270,,,19.30200,19.00820,871.60000,27.22020,150.39000,19.19000,17.37370,31.62000,14.18300,11.01080,96.60910,,724.62430,16.42950,,95.05340,,15.28040,,15.97000,14.09700
2024-07-29,20.53000,17.88000,,18.07500,18.18000,316.18840,14.41000,12.35700,15.10490,10.00000,,19.41000,19.18870,875.42000,27.41840,151.22000,19.25700,17.49720,31.88250,14.22700,11.04470,97.04150,,727.38990,16.47680,,95.66120,,15.40980,,16.04000,14.18100
2024-07-30,20.57000,17.94000,,18.10800,18.31000,317.74590,14.49000,12.38500,15.15000,,,19.45500,19.24030,879.95000,27.47410,151.40000,19.36000,17.56960,31.87380,14.31600,11.15130,97.40070,,728.05680,16.50620,,96.13350,,15.46660,,16.08000,14.22600
2024-07-31,20.64000,17.99000,,18.18400,18.35000,318.11020,14.52000,12.46700,15.19820,10.11250,,19.53500,19.25750,883.13000,27.52530,151.62000,19.43400,17.57150,31.92520,14.33400,11.20500,97.71140,,731.24780,16.66430,,96.22910,,15.51820,,16.12000,14.23400
2024-08-01,20.62000,17.95000,,18.16600,18.28000,317.97230,14.48000,12.49500,15.16120,10.09510,,19.44700,19.16300,881.46000,27.38000,151.03000,19.37800,17.55640,31.89760,14.28700,11.08850,97.69740,,726.59250,16.63530,,95.91710,,15.45220,,16.10000,14.18000
2024-08-02,20.47000,17.74000,,17.99800,18.11000,315.97540,14.39000,12.37300,14.99430,10.03750,,19.24400,19.03810,873.81000,27.11140,149.77000,19.23700,17.48210,31.58650,14.12900,11.04760,97.22780,,721.01870,16.56440,,95.05050,,15.27720,,15.99000,14.10700
2024-08-05,19.90000,17.18000,,17.44900,17.53000,304.92200,13.96000,11.98900,14.51810,9.87880,,18.62300,18.38850,852.55000,26.23050,145.27000,18.62300,16.95080,30.68100,13.68400,10.81710,94.36790,,698.07420,16.04110,,92.33550,,14.73700,,15.52000,13.65600
2024-08-06,19.82000,17.11000,,17.36800,17.48000,302.39800,13.91000,11.98100,14.43130,9.84370,,18.54000,18.28020,850.31000,25.97380,144.80000,18.44600,16.84130,30.50350,13.64000,10.72370,93.72290,,695.28800,16.07520,,91.83290,,14.67560,,15.50000,13.56300
2024-08-07,20.13000,17.45000,,17.68500,17.88000,308.95170,14.17000,12.20800,14.79720,9.95430,,18.85300,18.70160,863.16000,26.48150,147.73000,18.82900,17.14540,31.13470,13.81600,11.09340,95.01980,,709.47780,16.25630,,93.45850,,14.94830,,15.82000,13.84300
2024-08-08,20.07000,17.38000,,17.60100,17.85000,307.31580,14.11000,12.18600,14.71440,9.92100,,18.75800,18.54970,860.37000,26.36840,147.59000,18.72300,17.13670,31.00710,13.80500,11.02810,94.60310,,709.20090,16.16900,,93.07890,,14.89090,,15.75000,13.82500
2024-08-09,20.17000,17.55000,,17.79700,18.06000,311.26510,14.23000,12.28300,14.88790,9.97430,,18.91800,18.77710,866.31000,26.68090,149.47000,18.90600,17.33210,31.25760,13.92100,11.18170,95.49590,,710.87490,16.31920,,94.06230,,15.03210,,15.94000,13.96400
2024-08-12,20.14000,17.62000,,17.83700,18.10000,310.93910,14.26000,12.27400,14.90300,9.97360,,18.95000,18.85360,867.74000,26.74150,149.64000,18.90700,17.42790,31.32230,13.94800,11.23160,95.63210,,708.21100,16.40840,,93.91810,,15.02080,,15.95000,13.93500
2024-08-13,20.04000,17.54000,,17.61700,17.94000,307.88060,14.16000,12.18900,14.78210,9.90150,,18.76600,18.66980,859.10000,26.52770,148.98000,18.67200,17.19660,31.07580,13.78800,11.13710,94.37110,,702.20320,16.33600,,93.23110,,14.84520,,15.76000,13.81600
2024-08-14,20.02000,17.58000,,17.58900,17.85000,307.68090,14.14000,12.11500,14.77830,9.89790,,18.72500,18.67710,857.15000,26.50680,149.46000,18.69400,17.13030,31.07300,13.80500,11.07840,94.05560,,698.35920,16.24600,,93.22850,,14.88870,,15.75000,13.81600
2024-08-16,20.34000,17.94000,,17.88500,18.17000,312.85020,14.39000,12.33200,15.07430,10.04330,,19.06700,19.04390,868.22000,26.96750,152.19000,19.02600,17.44270,31.58730,14.03900,11.32370,95.55960,,707.54880,16.43320,,94.49030,,15.17120,,15.99000,14.03100
2024-08-19,20.35000,18.03000,,17.97600,18.32000,315.32580,14.44000,12.43700,15.15120,10.04860,,19.15700,19.17020,869.67000,27.11950,152.31000,19.08300,17.52130,31.79380,14.12000,11.35750,95.97360,,712.88790,16.46730,,94.62990,,15.21760,,16.07000,14.09500
2024-08-20,20.45000,18.13000,,18.10500,18.45000,317.58650,14.52000,12.49300,15.25630,10.10690,,19.26700,19.29830,875.97000,27.25330,153.42000,19.17400,17.59500,31.99910,14.21700,11.39090,96.53540,,718.74630,16.54300,,95.29450,,15.26230,,16.15000,14.25100
2024-08-21,20.54000,18.18000,,18.28100,18.55000,318.79650,14.57000,12.61900,15.30700,10.17560,,19.36800,19.33880,880.77000,27.35560,153.83000,19.27300,17.68980,32.19990,14.28500,11.48260,97.02700,,723.54230,16.67010,,95.66910,,15.35810,,16.21000,14.28200
2024-08-22,20.59000,18.25000,,18.31500,18.60000,320.48100,14.60000,12.63900,15.41510,10.21180,,19.43600,19.39840,884.31000,27.44760,155.61000,19.33600,17.74790,32.32210,14.29600,11.66440,97.17640,,724.08970,16.84350,,95.97710,,15.39930,,16.28000,14.35700
2024-08-23,20.62000,18.36000,,18.27800,18.61000,321.55260,14.60000,12.63100,15.44440,10.21430,,19.38500,19.37900,883.77000,27.38060,155.80000,19.36300,17.78120,32.34560,14.29500,11.63620,97.10850,,721.55190,16.82530,,95.99640,,15.39000,,16.30000,14.33900
2024-08-26,20.74000,18.46000,,18.35200,18.64000,323.12980,14.65000,12.62900,15.55160,10.27090,,19.48000,19.44280,890.69000,27.51460,156.73000,19.45500,17.81770,32.50010,14.38900,11.65710,97.50690,,723.90410,16.85660,,96.73170,,15.45270,,16.41000,14.44900
2024-08-27,20.80000,18.45000,,18.40400,18.76000,323.48410,14.69000,12.64600,15.58210,10.30030,,19.56200,19.51830,893.50000,27.58440,156.98000,19.56500,17.88990,32.57540,14.43300,11.62970,98.02660,,722.98510,16.91710,,96.97280,,15.53340,,16.48000,14.50600
2024-08-28,20.83000,18.50000,,18.38200,18.77000,323.79840,14.67000,12.61500,15.61400,10.32170,,19.56500,19.58510,893.61000,27.54130,157.47000,19.51900,17.88810,32.63960,14.42100,11.75030,97.85200,,720.03230,16.90600,,97.20170,,15.56560,,16.46000,14.51400
2024-08-29,20.82000,18.47000,,18.33800,18.71000,323.18730,14.67000,12.54400,15.62290,10.31190,,19.54300,19.56820,893.25000,27.45270,156.90000,19.50000,17.79860,32.53700,14.40800,11.77700,97.57970,,720.00530,16.82000,,97.19370,,15.58010,,16.40000,14.45800
2024-08-30,20.95000,18.58000,,18.44200,18.86000,326.25690,14.76000,12.66500,15.73790,10.36070,,19.67700,19.69450,898.34000,27.69410,158.38000,19.62800,18.00300,32.73420,14.48800,11.89220,98.48640,,719.30690,16.96480,,97.45490,,15.67550,,16.53000,14.54300
2024-08-31,,18.58000,,18.44200,,,,,,,,,,,,,,,,,,,,,16.96450,,,,,,,
2024-09-02,20.97000,18.52000,,18.45900,18.80000,324.72900,14.71000,12.61800,15.71510,10.34200,,19.68500,19.62660,900.17000,27.56980,158.41000,19.69400,17.93030,32.59160,14.45300,11.99190,98.41820,,722.79720,16.89860,,97.51800,,15.69680,,16.52000,14.53600
2024-09-03,21.03000,18.61000,,18.46800,18.85000,325.07660,14.78000,12.68800,15.74560,10.37850,,19.73800,19.65880,903.80000,27.65300,158.75000,19.73900,18.02900,32.66220,14.50600,12.03790,98.76760,,722.89660,16.92260,,97.72250,,15.72630,,16.57000,14.60600
2024-09-04,21.00000,18.62000,,18.47600,18.78000,324.15330,14.80000,12.72300,15.70310,10.39310,,19.71500,19.59030,903.96000,27.61030,158.86000,19.67700,18.00830,32.69000,14.46700,12.04570,98.42160,,722.42720,16.93350,,97.77610,,15.73960,,16.56000,14.60100
2024-09-05,21.05000,18.67000,,18.55500,18.81000,324.91720,14.84000,12.77100,15.73350,10.42350,,19.76000,19.59210,906.50000,27.72580,159.81000,19.88000,18.05180,32.74330,14.52600,12.03770,99.10750,,720.34350,16.97920,,98.16670,,15.77510,,16.57000,14.66300
2024-09-06,20.87000,18.47000,,18.35600,18.54000,322.33230,14.70000,12.64900,15.53760,10.32870,,19.53400,19.38250,898.48000,27.45100,158.51000,19.62600,17.82970,32.37000,14.32000,11.96610,97.97800,,712.44380,16.91080,,97.21400,,15.56430,,16.40000,14.54000
2024-09-09,20.81000,18.45000,,18.35500,18.48000,322.25800,14.65000,12.61800,15.50130,10.32090,,19.50100,19.29550,897.91000,27.40190,157.89000,19.51600,17.72230,32.26110,14.28800,11.98500,98.01850,,710.68470,16.84890,,96.75200,,15.47090,,16.39000,14.49400
2024-09-10,20.98000,18.59000,,18.54000,18.58000,325.78830,14.75000,12.76300,15.59080,10.39220,,19.66700,19.46880,903.37000,27.63820,159.47000,19.68000,17.91640,32.53660,14.41200,12.17810,99.25140,,716.01440,17.06270,,97.28750,,15.58840,,16.53000,14.62000
2024-09-11,20.95000,18.55000,,18.40100,18.44000,325.43140,14.72000,12.71600,15.52810,10.36070,,19.56400,19.37060,898.23000,27.50380,159.58000,19.52100,17.76540,32.37450,14.31100,12.12650,98.84140,,710.77870,17.00840,,96.92540,,15.47620,,16.48000,14.61100
2024-09-12,21.26000,18.78000,,18.66500,18.67000,329.00750,14.93000,12.79300,15.76840,10.48810,,19.83000,19.69410,908.17000,27.94840,161.98000,19.78400,17.96310,32.85070,14.48800,12.28870,99.95190,,717.79960,17.24070,,98.37800,,15.69240,,16.75000,14.78800
2024-09-13,21.34000,18.86000,,18.71000,18.72000,330.17750,14.95000,12.84400,15.82510,10.48920,,19.87600,19.72120,910.91000,28.02350,163.23000,19.90500,18.00570,32.93840,14.55000,12.35160,100.24640,10.09000,718.62470,17.30920,,98.83270,,15.79970,,16.86000,14.80300
2024-09-16,21.45000,18.91000,,18.70700,18.72000,331.01190,15.00000,12.80800,15.89120,10.48340,,19.87800,19.73860,911.91000,28.05350,163.49000,19.87300,17.94710,33.05120,14.53000,12.34650,100.19370,10.09000,718.50800,17.36570,,99.01210,,15.77490,,16.88000,14.81800
2024-09-17,21.53000,18.95000,,18.74100,18.70000,331.40610,15.02000,12.82100,15.95460,10.51820,,19.88900,19.74920,910.91000,28.07170,163.57000,19.91700,17.91170,33.04030,14.56100,12.41060,100.01450,10.12000,717.04760,17.40220,,99.23500,,15.79860,,16.92000,14.84300
